image_name,status,num_detections,max_confidence,predicted_classes,box_summary
NoDefectTempSelect_0034.bmp,FALSE_POSITIVE,6,0.881931,ConvexPoint;ExposeWhite,"ConvexPoint:count=1,max_conf=0.664979;ExposeWhite:count=5,max_conf=0.881931"
NoDefectTempSelect_0035.bmp,FALSE_POSITIVE,9,0.874051,ConvexPoint,"ConvexPoint:count=9,max_conf=0.874051"
NoDefectTempSelect_0036.bmp,FALSE_POSITIVE,1,0.447438,ExposeWhite,"ExposeWhite:count=1,max_conf=0.447438"
NoDefectTempSelect_0037.bmp,FALSE_POSITIVE,7,0.894547,ConvexPoint;ExposeWhite;FiberNep,"ConvexPoint:count=1,max_conf=0.378645;ExposeWhite:count=5,max_conf=0.894547;FiberNep:count=1,max_conf=0.659116"
NoDefectTempSelect_0038.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0039.bmp,FALSE_POSITIVE,11,0.731676,ConvexPoint;FiberNep,"ConvexPoint:count=9,max_conf=0.731676;FiberNep:count=2,max_conf=0.581441"
NoDefectTempSelect_0040.bmp,FALSE_POSITIVE,4,0.767208,ConvexPoint;ExposeWhite,"ConvexPoint:count=3,max_conf=0.767208;ExposeWhite:count=1,max_conf=0.529373"
NoDefectTempSelect_0041.bmp,FALSE_POSITIVE,8,0.815413,ConvexPoint;FiberNep,"ConvexPoint:count=4,max_conf=0.815413;FiberNep:count=4,max_conf=0.646721"
NoDefectTempSelect_0042.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0043.bmp,FALSE_POSITIVE,1,0.645870,ConvexPoint,"ConvexPoint:count=1,max_conf=0.645870"
NoDefectTempSelect_0044.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0045.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0046.bmp,FALSE_POSITIVE,1,0.422882,ConvexPoint,"ConvexPoint:count=1,max_conf=0.422882"
NoDefectTempSelect_0047.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0048.bmp,FALSE_POSITIVE,8,0.755737,ExposeWhite;FiberNep,"ExposeWhite:count=4,max_conf=0.693538;FiberNep:count=4,max_conf=0.755737"
NoDefectTempSelect_0049.bmp,FALSE_POSITIVE,17,0.867994,ConvexPoint;ExposeWhite,"ConvexPoint:count=16,max_conf=0.867994;ExposeWhite:count=1,max_conf=0.432276"
NoDefectTempSelect_0050.bmp,FALSE_POSITIVE,2,0.813755,ConvexPoint;ExposeWhite,"ConvexPoint:count=1,max_conf=0.284108;ExposeWhite:count=1,max_conf=0.813755"
NoDefectTempSelect_0051.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0052.bmp,FALSE_POSITIVE,8,0.777580,ConvexPoint;ExposeWhite,"ConvexPoint:count=7,max_conf=0.777580;ExposeWhite:count=1,max_conf=0.276876"
NoDefectTempSelect_0053.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0054.bmp,FALSE_POSITIVE,1,0.799093,ConvexPoint,"ConvexPoint:count=1,max_conf=0.799093"
NoDefectTempSelect_0055.bmp,FALSE_POSITIVE,1,0.754209,ExposeWhite,"ExposeWhite:count=1,max_conf=0.754209"
NoDefectTempSelect_0056.bmp,FALSE_POSITIVE,10,0.886526,ConvexPoint,"ConvexPoint:count=10,max_conf=0.886526"
NoDefectTempSelect_0057.bmp,FALSE_POSITIVE,2,0.561441,ConvexPoint,"ConvexPoint:count=2,max_conf=0.561441"
NoDefectTempSelect_0058.bmp,FALSE_POSITIVE,1,0.836329,ConvexPoint,"ConvexPoint:count=1,max_conf=0.836329"
NoDefectTempSelect_0059.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0060.bmp,FALSE_POSITIVE,9,0.861951,ConvexPoint;ExposeWhite;FiberNep,"ConvexPoint:count=5,max_conf=0.861951;ExposeWhite:count=3,max_conf=0.638423;FiberNep:count=1,max_conf=0.284100"
NoDefectTempSelect_0061.bmp,FALSE_POSITIVE,1,0.453894,ConvexPoint,"ConvexPoint:count=1,max_conf=0.453894"
NoDefectTempSelect_0062.bmp,FALSE_POSITIVE,4,0.879442,ExposeWhite;FiberNep,"ExposeWhite:count=2,max_conf=0.879442;FiberNep:count=2,max_conf=0.734992"
NoDefectTempSelect_0063.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0064.bmp,FALSE_POSITIVE,1,0.575746,ConvexPoint,"ConvexPoint:count=1,max_conf=0.575746"
NoDefectTempSelect_0065.bmp,FALSE_POSITIVE,16,0.860971,ConvexPoint,"ConvexPoint:count=16,max_conf=0.860971"
NoDefectTempSelect_0066.bmp,FALSE_POSITIVE,11,0.891000,ConvexPoint;ExposeWhite,"ConvexPoint:count=10,max_conf=0.891000;ExposeWhite:count=1,max_conf=0.309289"
NoDefectTempSelect_0067.bmp,FALSE_POSITIVE,12,0.808906,ConvexPoint,"ConvexPoint:count=12,max_conf=0.808906"
NoDefectTempSelect_0068.bmp,FALSE_POSITIVE,25,0.866744,ConvexPoint,"ConvexPoint:count=25,max_conf=0.866744"
NoDefectTempSelect_0069.bmp,FALSE_POSITIVE,1,0.688341,ConvexPoint,"ConvexPoint:count=1,max_conf=0.688341"
NoDefectTempSelect_0070.bmp,FALSE_POSITIVE,11,0.854211,ConvexPoint,"ConvexPoint:count=11,max_conf=0.854211"
NoDefectTempSelect_0071.bmp,FALSE_POSITIVE,2,0.772067,ConvexPoint;ExposeWhite,"ConvexPoint:count=1,max_conf=0.772067;ExposeWhite:count=1,max_conf=0.313361"
NoDefectTempSelect_0072.bmp,FALSE_POSITIVE,1,0.668936,ConvexPoint,"ConvexPoint:count=1,max_conf=0.668936"
NoDefectTempSelect_0073.bmp,FALSE_POSITIVE,17,0.946350,ConvexPoint;FiberNep,"ConvexPoint:count=14,max_conf=0.909541;FiberNep:count=3,max_conf=0.946350"
NoDefectTempSelect_0074.bmp,FALSE_POSITIVE,1,0.273461,ConvexPoint,"ConvexPoint:count=1,max_conf=0.273461"
NoDefectTempSelect_0075.bmp,FALSE_POSITIVE,4,0.692230,ConvexPoint,"ConvexPoint:count=4,max_conf=0.692230"
NoDefectTempSelect_0076.bmp,FALSE_POSITIVE,6,0.733755,ConvexPoint;ExposeWhite,"ConvexPoint:count=4,max_conf=0.733755;ExposeWhite:count=2,max_conf=0.492245"
NoDefectTempSelect_0077.bmp,FALSE_POSITIVE,1,0.629091,ExposeWhite,"ExposeWhite:count=1,max_conf=0.629091"
NoDefectTempSelect_0078.bmp,FALSE_POSITIVE,1,0.611096,ConvexPoint,"ConvexPoint:count=1,max_conf=0.611096"
NoDefectTempSelect_0079.bmp,FALSE_POSITIVE,10,0.933721,ConvexPoint;FiberNep,"ConvexPoint:count=6,max_conf=0.892207;FiberNep:count=4,max_conf=0.933721"
NoDefectTempSelect_0080.bmp,FALSE_POSITIVE,13,0.879690,ConvexPoint,"ConvexPoint:count=13,max_conf=0.879690"
NoDefectTempSelect_0081.bmp,FALSE_POSITIVE,3,0.822278,ConvexPoint;ExposeWhite,"ConvexPoint:count=2,max_conf=0.822278;ExposeWhite:count=1,max_conf=0.689203"
NoDefectTempSelect_0082.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0083.bmp,FALSE_POSITIVE,6,0.879701,ConvexPoint;ExposeWhite,"ConvexPoint:count=5,max_conf=0.769721;ExposeWhite:count=1,max_conf=0.879701"
NoDefectTempSelect_0084.bmp,FALSE_POSITIVE,1,0.833473,ConvexPoint,"ConvexPoint:count=1,max_conf=0.833473"
NoDefectTempSelect_0085.bmp,FALSE_POSITIVE,2,0.531150,ConvexPoint,"ConvexPoint:count=2,max_conf=0.531150"
NoDefectTempSelect_0086.bmp,FALSE_POSITIVE,1,0.549537,ConvexPoint,"ConvexPoint:count=1,max_conf=0.549537"
NoDefectTempSelect_0087.bmp,FALSE_POSITIVE,7,0.808095,ConvexPoint;ExposeWhite,"ConvexPoint:count=6,max_conf=0.716881;ExposeWhite:count=1,max_conf=0.808095"
NoDefectTempSelect_0088.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0089.bmp,FALSE_POSITIVE,8,0.826375,ConvexPoint;ExposeWhite;FabricExposed;FiberNep,"ConvexPoint:count=1,max_conf=0.802172;ExposeWhite:count=1,max_conf=0.706250;FabricExposed:count=2,max_conf=0.464567;FiberNep:count=4,max_conf=0.826375"
NoDefectTempSelect_0090.bmp,FALSE_POSITIVE,3,0.755800,ConvexPoint,"ConvexPoint:count=3,max_conf=0.755800"
NoDefectTempSelect_0091.bmp,FALSE_POSITIVE,1,0.882180,ExposeWhite,"ExposeWhite:count=1,max_conf=0.882180"
NoDefectTempSelect_0092.bmp,FALSE_POSITIVE,1,0.629983,ExposeWhite,"ExposeWhite:count=1,max_conf=0.629983"
NoDefectTempSelect_0093.bmp,FALSE_POSITIVE,5,0.866626,ExposeWhite;FiberNep,"ExposeWhite:count=4,max_conf=0.866626;FiberNep:count=1,max_conf=0.594050"
NoDefectTempSelect_0094.bmp,FALSE_POSITIVE,1,0.810939,ConvexPoint,"ConvexPoint:count=1,max_conf=0.810939"
NoDefectTempSelect_0095.bmp,FALSE_POSITIVE,2,0.623460,ExposeWhite;FiberNep,"ExposeWhite:count=1,max_conf=0.623460;FiberNep:count=1,max_conf=0.473503"
NoDefectTempSelect_0096.bmp,FALSE_POSITIVE,1,0.350020,ConvexPoint,"ConvexPoint:count=1,max_conf=0.350020"
NoDefectTempSelect_0097.bmp,FALSE_POSITIVE,1,0.647184,ExposeWhite,"ExposeWhite:count=1,max_conf=0.647184"
NoDefectTempSelect_0098.bmp,FALSE_POSITIVE,4,0.858618,ExposeWhite,"ExposeWhite:count=4,max_conf=0.858618"
NoDefectTempSelect_0099.bmp,FALSE_POSITIVE,4,0.833510,ConvexPoint,"ConvexPoint:count=4,max_conf=0.833510"
NoDefectTempSelect_0100.bmp,FALSE_POSITIVE,4,0.874178,ExposeWhite;FiberNep,"ExposeWhite:count=3,max_conf=0.874178;FiberNep:count=1,max_conf=0.827779"
NoDefectTempSelect_0101.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0102.bmp,FALSE_POSITIVE,5,0.869768,ConvexPoint;ExposeWhite,"ConvexPoint:count=4,max_conf=0.778659;ExposeWhite:count=1,max_conf=0.869768"
NoDefectTempSelect_0103.bmp,FALSE_POSITIVE,8,0.849388,ConvexPoint;ExposeWhite;FiberNep,"ConvexPoint:count=1,max_conf=0.681677;ExposeWhite:count=6,max_conf=0.806040;FiberNep:count=1,max_conf=0.849388"
NoDefectTempSelect_0104.bmp,FALSE_POSITIVE,2,0.808993,ConvexPoint;ExposeWhite,"ConvexPoint:count=1,max_conf=0.808993;ExposeWhite:count=1,max_conf=0.413150"
NoDefectTempSelect_0105.bmp,FALSE_POSITIVE,4,0.747064,ConvexPoint;ExposeWhite,"ConvexPoint:count=3,max_conf=0.747064;ExposeWhite:count=1,max_conf=0.576096"
NoDefectTempSelect_0106.bmp,FALSE_POSITIVE,1,0.681600,ConvexPoint,"ConvexPoint:count=1,max_conf=0.681600"
NoDefectTempSelect_0107.bmp,FALSE_POSITIVE,2,0.453878,ExposeWhite,"ExposeWhite:count=2,max_conf=0.453878"
NoDefectTempSelect_0108.bmp,FALSE_POSITIVE,19,0.853198,ConvexPoint,"ConvexPoint:count=19,max_conf=0.853198"
NoDefectTempSelect_0109.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0110.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0111.bmp,FALSE_POSITIVE,1,0.276164,ConvexPoint,"ConvexPoint:count=1,max_conf=0.276164"
NoDefectTempSelect_0112.bmp,FALSE_POSITIVE,2,0.758530,ConvexPoint,"ConvexPoint:count=2,max_conf=0.758530"
NoDefectTempSelect_0113.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0114.bmp,FALSE_POSITIVE,1,0.740966,ConvexPoint,"ConvexPoint:count=1,max_conf=0.740966"
NoDefectTempSelect_0115.bmp,FALSE_POSITIVE,5,0.899706,ExposeWhite;FiberNep,"ExposeWhite:count=3,max_conf=0.899706;FiberNep:count=2,max_conf=0.797566"
NoDefectTempSelect_0116.bmp,FALSE_POSITIVE,1,0.797641,ExposeWhite,"ExposeWhite:count=1,max_conf=0.797641"
NoDefectTempSelect_0117.bmp,FALSE_POSITIVE,1,0.757395,ConvexPoint,"ConvexPoint:count=1,max_conf=0.757395"
NoDefectTempSelect_0118.bmp,FALSE_POSITIVE,6,0.850479,ConvexPoint;ExposeWhite;FiberNep,"ConvexPoint:count=1,max_conf=0.337647;ExposeWhite:count=3,max_conf=0.850479;FiberNep:count=2,max_conf=0.433763"
NoDefectTempSelect_0119.bmp,FALSE_POSITIVE,1,0.448183,ConvexPoint,"ConvexPoint:count=1,max_conf=0.448183"
NoDefectTempSelect_0120.bmp,FALSE_POSITIVE,7,0.874554,ConvexPoint;ExposeWhite;FiberNep,"ConvexPoint:count=2,max_conf=0.566606;ExposeWhite:count=4,max_conf=0.874554;FiberNep:count=1,max_conf=0.813191"
NoDefectTempSelect_0121.bmp,FALSE_POSITIVE,2,0.661281,ConvexPoint;ExposeWhite,"ConvexPoint:count=1,max_conf=0.661281;ExposeWhite:count=1,max_conf=0.440731"
NoDefectTempSelect_0122.bmp,FALSE_POSITIVE,1,0.703339,ConvexPoint,"ConvexPoint:count=1,max_conf=0.703339"
NoDefectTempSelect_0123.bmp,FALSE_POSITIVE,3,0.692664,ExposeWhite,"ExposeWhite:count=3,max_conf=0.692664"
NoDefectTempSelect_0124.bmp,FALSE_POSITIVE,5,0.683264,ConvexPoint,"ConvexPoint:count=5,max_conf=0.683264"
NoDefectTempSelect_0125.bmp,FALSE_POSITIVE,2,0.832174,ConvexPoint,"ConvexPoint:count=2,max_conf=0.832174"
NoDefectTempSelect_0126.bmp,FALSE_POSITIVE,1,0.824419,ConvexPoint,"ConvexPoint:count=1,max_conf=0.824419"
NoDefectTempSelect_0127.bmp,FALSE_POSITIVE,2,0.384587,ConvexPoint,"ConvexPoint:count=2,max_conf=0.384587"
NoDefectTempSelect_0128.bmp,FALSE_POSITIVE,1,0.776109,ConvexPoint,"ConvexPoint:count=1,max_conf=0.776109"
NoDefectTempSelect_0129.bmp,FALSE_POSITIVE,3,0.798464,ConvexPoint,"ConvexPoint:count=3,max_conf=0.798464"
NoDefectTempSelect_0130.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0131.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0132.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0133.bmp,FALSE_POSITIVE,4,0.869389,ConvexPoint;ExposeWhite,"ConvexPoint:count=3,max_conf=0.778890;ExposeWhite:count=1,max_conf=0.869389"
NoDefectTempSelect_0134.bmp,FALSE_POSITIVE,1,0.514542,FiberNep,"FiberNep:count=1,max_conf=0.514542"
NoDefectTempSelect_0135.bmp,FALSE_POSITIVE,5,0.781467,ConvexPoint,"ConvexPoint:count=5,max_conf=0.781467"
NoDefectTempSelect_0136.bmp,FALSE_POSITIVE,8,0.838766,ConvexPoint;ExposeWhite;FiberNep,"ConvexPoint:count=3,max_conf=0.838766;ExposeWhite:count=4,max_conf=0.675338;FiberNep:count=1,max_conf=0.501815"
NoDefectTempSelect_0137.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0138.bmp,FALSE_POSITIVE,13,0.843958,ConvexPoint;ExposeWhite,"ConvexPoint:count=12,max_conf=0.843958;ExposeWhite:count=1,max_conf=0.339623"
NoDefectTempSelect_0139.bmp,FALSE_POSITIVE,3,0.719018,ConvexPoint;ExposeWhite,"ConvexPoint:count=2,max_conf=0.719018;ExposeWhite:count=1,max_conf=0.560294"
NoDefectTempSelect_0140.bmp,FALSE_POSITIVE,4,0.825927,ConvexPoint,"ConvexPoint:count=4,max_conf=0.825927"
NoDefectTempSelect_0141.bmp,FALSE_POSITIVE,1,0.351192,ExposeWhite,"ExposeWhite:count=1,max_conf=0.351192"
NoDefectTempSelect_0142.bmp,FALSE_POSITIVE,7,0.808737,ConvexPoint;ExposeWhite,"ConvexPoint:count=6,max_conf=0.808737;ExposeWhite:count=1,max_conf=0.395266"
NoDefectTempSelect_0143.bmp,FALSE_POSITIVE,10,0.804646,ConvexPoint;ExposeWhite;FiberNep,"ConvexPoint:count=3,max_conf=0.804646;ExposeWhite:count=1,max_conf=0.548717;FiberNep:count=6,max_conf=0.781878"
NoDefectTempSelect_0144.bmp,FALSE_POSITIVE,8,0.771672,ConvexPoint;ExposeWhite,"ConvexPoint:count=7,max_conf=0.771672;ExposeWhite:count=1,max_conf=0.307910"
NoDefectTempSelect_0145.bmp,FALSE_POSITIVE,1,0.782241,ConvexPoint,"ConvexPoint:count=1,max_conf=0.782241"
NoDefectTempSelect_0146.bmp,FALSE_POSITIVE,17,0.865039,ConvexPoint,"ConvexPoint:count=17,max_conf=0.865039"
NoDefectTempSelect_0147.bmp,FALSE_POSITIVE,1,0.761520,ExposeWhite,"ExposeWhite:count=1,max_conf=0.761520"
NoDefectTempSelect_0148.bmp,FALSE_POSITIVE,1,0.613305,ExposeWhite,"ExposeWhite:count=1,max_conf=0.613305"
NoDefectTempSelect_0149.bmp,FALSE_POSITIVE,7,0.834470,ConvexPoint;ExposeWhite,"ConvexPoint:count=6,max_conf=0.834470;ExposeWhite:count=1,max_conf=0.414101"
NoDefectTempSelect_0150.bmp,FALSE_POSITIVE,3,0.782946,ConvexPoint;ExposeWhite,"ConvexPoint:count=1,max_conf=0.782946;ExposeWhite:count=2,max_conf=0.653365"
NoDefectTempSelect_0151.bmp,FALSE_POSITIVE,3,0.758214,ConvexPoint,"ConvexPoint:count=3,max_conf=0.758214"
NoDefectTempSelect_0152.bmp,FALSE_POSITIVE,1,0.393442,ExposeWhite,"ExposeWhite:count=1,max_conf=0.393442"
NoDefectTempSelect_0153.bmp,FALSE_POSITIVE,8,0.842477,ConvexPoint,"ConvexPoint:count=8,max_conf=0.842477"
NoDefectTempSelect_0154.bmp,FALSE_POSITIVE,5,0.824146,ConvexPoint,"ConvexPoint:count=5,max_conf=0.824146"
NoDefectTempSelect_0155.bmp,FALSE_POSITIVE,5,0.880519,ConvexPoint;ExposeWhite;FiberNep,"ConvexPoint:count=1,max_conf=0.400125;ExposeWhite:count=2,max_conf=0.880519;FiberNep:count=2,max_conf=0.749198"
NoDefectTempSelect_0156.bmp,FALSE_POSITIVE,1,0.517778,ConvexPoint,"ConvexPoint:count=1,max_conf=0.517778"
NoDefectTempSelect_0157.bmp,FALSE_POSITIVE,4,0.740207,ConvexPoint;ExposeWhite,"ConvexPoint:count=3,max_conf=0.740207;ExposeWhite:count=1,max_conf=0.437714"
NoDefectTempSelect_0158.bmp,FALSE_POSITIVE,4,0.722525,ConvexPoint;ExposeWhite,"ConvexPoint:count=3,max_conf=0.722525;ExposeWhite:count=1,max_conf=0.565986"
NoDefectTempSelect_0159.bmp,FALSE_POSITIVE,1,0.799369,ConvexPoint,"ConvexPoint:count=1,max_conf=0.799369"
NoDefectTempSelect_0160.bmp,FALSE_POSITIVE,9,0.829099,ConvexPoint,"ConvexPoint:count=9,max_conf=0.829099"
NoDefectTempSelect_0161.bmp,FALSE_POSITIVE,3,0.813527,ExposeWhite;FiberNep,"ExposeWhite:count=2,max_conf=0.813527;FiberNep:count=1,max_conf=0.763987"
NoDefectTempSelect_0162.bmp,FALSE_POSITIVE,5,0.765637,ConvexPoint;FiberNep,"ConvexPoint:count=4,max_conf=0.671919;FiberNep:count=1,max_conf=0.765637"
NoDefectTempSelect_0163.bmp,FALSE_POSITIVE,14,0.820590,ConvexPoint,"ConvexPoint:count=14,max_conf=0.820590"
NoDefectTempSelect_0164.bmp,FALSE_POSITIVE,6,0.852118,ConvexPoint,"ConvexPoint:count=6,max_conf=0.852118"
NoDefectTempSelect_0165.bmp,FALSE_POSITIVE,6,0.851185,ConvexPoint;FiberNep,"ConvexPoint:count=3,max_conf=0.830058;FiberNep:count=3,max_conf=0.851185"
NoDefectTempSelect_0166.bmp,FALSE_POSITIVE,1,0.501804,ConvexPoint,"ConvexPoint:count=1,max_conf=0.501804"
NoDefectTempSelect_0167.bmp,FALSE_POSITIVE,4,0.674561,ConvexPoint;ExposeWhite,"ConvexPoint:count=2,max_conf=0.674561;ExposeWhite:count=2,max_conf=0.406280"
NoDefectTempSelect_0168.bmp,FALSE_POSITIVE,1,0.617928,ConvexPoint,"ConvexPoint:count=1,max_conf=0.617928"
NoDefectTempSelect_0169.bmp,TRUE_NEGATIVE,0,,,
NoDefectTempSelect_0170.bmp,FALSE_POSITIVE,7,0.777229,ConvexPoint;ExposeWhite;FiberNep,"ConvexPoint:count=3,max_conf=0.760085;ExposeWhite:count=2,max_conf=0.777229;FiberNep:count=2,max_conf=0.581490"
NoDefectTempSelect_0171.bmp,FALSE_POSITIVE,8,0.834856,ConvexPoint;ExposeWhite;FiberNep,"ConvexPoint:count=6,max_conf=0.834856;ExposeWhite:count=1,max_conf=0.574057;FiberNep:count=1,max_conf=0.791077"
NoDefectTempSelect_0172.bmp,FALSE_POSITIVE,3,0.756931,ConvexPoint,"ConvexPoint:count=3,max_conf=0.756931"
NoDefectTempSelect_0173.bmp,FALSE_POSITIVE,4,0.847059,ConvexPoint;ExposeWhite,"ConvexPoint:count=3,max_conf=0.847059;ExposeWhite:count=1,max_conf=0.425925"
NoDefectTempSelect_0174.bmp,FALSE_POSITIVE,1,0.572282,ConvexPoint,"ConvexPoint:count=1,max_conf=0.572282"
NoDefectTempSelect_0175.bmp,FALSE_POSITIVE,2,0.740598,ConvexPoint,"ConvexPoint:count=2,max_conf=0.740598"
NoDefectTempSelect_0176.bmp,FALSE_POSITIVE,9,0.817242,ConvexPoint,"ConvexPoint:count=9,max_conf=0.817242"
NoDefectTempSelect_0177.bmp,FALSE_POSITIVE,1,0.661764,ConvexPoint,"ConvexPoint:count=1,max_conf=0.661764"
NoDefectTempSelect_0178.bmp,FALSE_POSITIVE,4,0.828771,ExposeWhite;FiberNep,"ExposeWhite:count=3,max_conf=0.828771;FiberNep:count=1,max_conf=0.427552"
NoDefectTempSelect_0179.bmp,FALSE_POSITIVE,1,0.706748,ConvexPoint,"ConvexPoint:count=1,max_conf=0.706748"
NoDefectTempSelect_0180.bmp,FALSE_POSITIVE,6,0.793543,ConvexPoint,"ConvexPoint:count=6,max_conf=0.793543"
